year,month,day,electiontype,office,num candidates,percent winner won with
2020,6,2,primary,County Committeeman PITTSBURGH WARD 15 DIST 10,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 15 DIST 11,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 15 DIST 12,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 15 DIST 13,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 15 DIST 15,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 15 DIST 18,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 16 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 16 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 16 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 16 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 16 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 16 DIST 6,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 16 DIST 7,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 17 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 17 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 17 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 17 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 17 DIST 6,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 17 DIST 8,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 18 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 18 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 18 DIST 7,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 18 DIST 8,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 18 DIST 9,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 18 DIST 10,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 18 DIST 11,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 6,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 8,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 9,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 10,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 11,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 12,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 13,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 14,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 15,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 16,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 17,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 19,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 20,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 21,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 22,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 23,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 24,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 26,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 27,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 28,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 29,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 30,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 31,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 33,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 34,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 35,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 36,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 37,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 19 DIST 38,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 6,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 7,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 8,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 10,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 11,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 12,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 14,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 15,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 16,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 17,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 20 DIST 18,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 21 DIST 1,2,0.5
2020,6,2,primary,County Committeeman PITTSBURGH WARD 21 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 21 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 22 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 23 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 23 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 23 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 24 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 24 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 24 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 24 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 24 DIST 6,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 25 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 25 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 25 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 25 DIST 7,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 26 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 26 DIST 7,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 26 DIST 8,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 26 DIST 10,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 26 DIST 11,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 26 DIST 12,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 26 DIST 13,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 26 DIST 14,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 26 DIST 15,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 26 DIST 16,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 6,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 7,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 8,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 9,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 10,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 12,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 27 DIST 13,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 28 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 28 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 28 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 28 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 28 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 28 DIST 6,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 28 DIST 7,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 28 DIST 8,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 28 DIST 9,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 28 DIST 10,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 6,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 7,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 8,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 9,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 10,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 11,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 29 DIST 12,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 30 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 30 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 30 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 30 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 31 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 31 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 31 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 31 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 31 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 31 DIST 6,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 31 DIST 7,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 32 DIST 1,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 32 DIST 2,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 32 DIST 3,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 32 DIST 4,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 32 DIST 5,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 32 DIST 6,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 32 DIST 7,1,1.0
2020,6,2,primary,County Committeeman PITTSBURGH WARD 32 DIST 8,1,1.0
2020,6,2,primary,County Committeeman PLEASANT HL DIST 1,1,1.0
2020,6,2,primary,County Committeeman PLEASANT HL DIST 2,1,1.0
2020,6,2,primary,County Committeeman PLEASANT HL DIST 3,1,1.0
2020,6,2,primary,County Committeeman PLEASANT HL DIST 4,1,1.0
2020,6,2,primary,County Committeeman PLEASANT HL DIST 5,1,1.0
2020,6,2,primary,County Committeeman PLEASANT HL DIST 6,1,1.0
2020,6,2,primary,County Committeeman PLEASANT HL DIST 7,1,1.0
2020,6,2,primary,County Committeeman PLEASANT HL DIST 8,1,1.0
2020,6,2,primary,County Committeeman PLEASANT HL DIST 9,1,1.0
2020,6,2,primary,County Committeeman PLEASANT HL DIST 10,1,1.0
2020,6,2,primary,County Committeeman PLUM DIST 1,2,0.9598214285714286
2020,6,2,primary,County Committeeman PLUM DIST 2,1,1.0
2020,6,2,primary,County Committeeman PLUM DIST 3,1,1.0
2020,6,2,primary,County Committeeman PLUM DIST 4,2,0.7281553398058253
2020,6,2,primary,County Committeeman PLUM DIST 5,1,1.0
2020,6,2,primary,County Committeeman PLUM DIST 6,1,1.0
2020,6,2,primary,County Committeeman PLUM DIST 7,3,0.5915492957746479
2020,6,2,primary,County Committeeman PLUM DIST 8,2,0.958904109589041
2020,6,2,primary,County Committeeman PLUM DIST 9,2,0.96
2020,6,2,primary,County Committeeman PLUM DIST 10,2,0.9661016949152542
2020,6,2,primary,County Committeeman PLUM DIST 11,2,0.9894736842105263
2020,6,2,primary,County Committeeman PLUM DIST 12,2,0.8294573643410853
2020,6,2,primary,County Committeeman PLUM DIST 13,2,0.6086956521739131
2020,6,2,primary,County Committeeman PLUM DIST 14,2,0.9473684210526315
2020,6,2,primary,County Committeeman PLUM DIST 15,1,1.0
2020,6,2,primary,County Committeeman PLUM DIST 16,3,0.7755102040816326
2020,6,2,primary,County Committeeman PLUM DIST 17,1,1.0
2020,6,2,primary,County Committeeman PLUM DIST 18,2,0.9747899159663865
2020,6,2,primary,County Committeeman PLUM DIST 19,3,0.5023474178403756
2020,6,2,primary,County Committeeman PLUM DIST 20,2,0.9351851851851852
2020,6,2,primary,County Committeeman PLUM DIST 21,2,0.9310344827586207
2020,6,2,primary,County Committeeman PORT VUE DIST 1,1,1.0
2020,6,2,primary,County Committeeman PORT VUE DIST 2,1,1.0
2020,6,2,primary,County Committeeman PORT VUE DIST 3,1,1.0
2020,6,2,primary,County Committeeman PORT VUE DIST 4,1,1.0
2020,6,2,primary,County Committeeman RESERVE WARD 1,1,1.0
2020,6,2,primary,County Committeeman RESERVE WARD 2,1,1.0
2020,6,2,primary,County Committeeman RESERVE WARD 3,1,1.0
2020,6,2,primary,County Committeeman RESERVE WARD 4,1,1.0
2020,6,2,primary,County Committeeman RICHLAND DIST 1,2,0.9942196531791907
2020,6,2,primary,County Committeeman RICHLAND DIST 2,1,1.0
2020,6,2,primary,County Committeeman RICHLAND DIST 3,1,1.0
2020,6,2,primary,County Committeeman RICHLAND DIST 4,1,1.0
2020,6,2,primary,County Committeeman RICHLAND DIST 5,3,0.5220125786163522
2020,6,2,primary,County Committeeman RICHLAND DIST 6,1,1.0
2020,6,2,primary,County Committeeman RICHLAND DIST 7,2,0.9810126582278481
2020,6,2,primary,County Committeeman RICHLAND DIST 8,1,1.0
2020,6,2,primary,County Committeeman ROBINSON DIST 1,1,1.0
2020,6,2,primary,County Committeeman ROBINSON DIST 2,1,1.0
2020,6,2,primary,County Committeeman ROBINSON DIST 3,1,1.0
2020,6,2,primary,County Committeeman ROBINSON DIST 4,1,1.0
2020,6,2,primary,County Committeeman ROBINSON DIST 5,1,1.0
2020,6,2,primary,County Committeeman ROBINSON DIST 6,2,0.9863013698630136
2020,6,2,primary,County Committeeman ROBINSON DIST 7,1,1.0
2020,6,2,primary,County Committeeman ROBINSON DIST 8,1,1.0
2020,6,2,primary,County Committeeman ROBINSON DIST 9,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 2 DIST 2,2,0.9819819819819819
2020,6,2,primary,County Committeeman ROSS WARD 2 DIST 3,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 3 DIST 3,2,0.9838709677419355
2020,6,2,primary,County Committeeman ROSS WARD 3 DIST 4,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 4 DIST 4,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 5 DIST 4,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 6 DIST 3,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 6 DIST 4,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 7 DIST 1,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 7 DIST 2,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 7 DIST 3,2,0.9863013698630136
2020,6,2,primary,County Committeeman ROSS WARD 7 DIST 4,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 8 DIST 1,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 8 DIST 2,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 8 DIST 3,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 9 DIST 1,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 9 DIST 2,1,1.0
2020,6,2,primary,County Committeeman ROSS WARD 9 DIST 3,1,1.0
2020,6,2,primary,County Committeeman ROSSLYN FARMS,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 1 DIST 1,2,0.9615384615384616
2020,6,2,primary,County Committeeman SCOTT WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 4 DIST 1,2,0.9891304347826086
2020,6,2,primary,County Committeeman SCOTT WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 6 DIST 1,2,0.9649122807017544
2020,6,2,primary,County Committeeman SCOTT WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 7 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 7 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 8 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 8 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 9 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SCOTT WARD 9 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SEWICKLEY WARD 1,2,0.9833333333333333
2020,6,2,primary,County Committeeman SEWICKLEY WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SEWICKLEY WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SEWICKLEY WARD 3,1,1.0
2020,6,2,primary,County Committeeman SEWICKLEY HTS,2,0.9924812030075187
2020,6,2,primary,County Committeeman SEWICKLEY HILLS,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 1 DIST 3,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 1 DIST 4,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 1 DIST 5,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 2 DIST 2,2,0.9913793103448276
2020,6,2,primary,County Committeeman SHALER WARD 2 DIST 3,2,0.9183673469387755
2020,6,2,primary,County Committeeman SHALER WARD 2 DIST 4,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 2 DIST 5,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 3 DIST 3,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 3 DIST 4,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 3 DIST 5,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 4 DIST 3,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 4 DIST 4,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 4 DIST 5,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 5 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 5 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 5 DIST 3,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 5 DIST 4,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 5 DIST 5,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 6 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 6 DIST 2,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 6 DIST 3,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 6 DIST 4,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 6 DIST 5,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 7 DIST 1,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 7 DIST 2,2,0.9797979797979798
2020,6,2,primary,County Committeeman SHALER WARD 7 DIST 3,1,1.0
2020,6,2,primary,County Committeeman SHALER WARD 7 DIST 4,1,1.0
2020,6,2,primary,County Committeeman SHARPSBURG DIST 1,1,1.0
2020,6,2,primary,County Committeeman SHARPSBURG DIST 2,1,1.0
2020,6,2,primary,County Committeeman SHARPSBURG DIST 3,1,1.0
2020,6,2,primary,County Committeeman S FAYETTE DIST 1,1,1.0
2020,6,2,primary,County Committeeman S FAYETTE DIST 2,1,1.0
2020,6,2,primary,County Committeeman S FAYETTE DIST 3,1,1.0
2020,6,2,primary,County Committeeman S FAYETTE DIST 5,1,1.0
2020,6,2,primary,County Committeeman S FAYETTE DIST 6,1,1.0
2020,6,2,primary,County Committeeman S FAYETTE DIST 7,2,0.9736842105263158
2020,6,2,primary,County Committeeman S FAYETTE DIST 8,1,1.0
2020,6,2,primary,County Committeeman S FAYETTE DIST 9,1,1.0
2020,6,2,primary,County Committeeman S FAYETTE DIST 10,2,0.9883720930232558
2020,6,2,primary,County Committeeman S FAYETTE DIST 11,1,1.0
2020,6,2,primary,County Committeeman S FAYETTE DIST 12,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 1,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 2,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 3,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 4,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 5,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 6,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 7,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 8,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 9,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 10,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 11,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 12,1,1.0
2020,6,2,primary,County Committeeman SOUTH PARK DIST 13,1,1.0
2020,6,2,primary,County Committeeman S VERSAILLES,1,1.0
2020,6,2,primary,County Committeeman SPRINGDAL BR DIST 1,1,1.0
2020,6,2,primary,County Committeeman SPRINGDAL BR DIST 2,1,1.0
2020,6,2,primary,County Committeeman SPRINGDAL BR DIST 3,1,1.0
2020,6,2,primary,County Committeeman SPRINGDAL BR DIST 4,1,1.0
2020,6,2,primary,County Committeeman SPRINGDALE TWP,1,1.0
2020,6,2,primary,County Committeeman STOWE WARD 2 DIST 1,1,1.0
2020,6,2,primary,County Committeeman STOWE WARD 2 DIST 2,1,1.0
2020,6,2,primary,County Committeeman STOWE WARD 3,1,1.0
2020,6,2,primary,County Committeeman STOWE WARD 4 DIST 1,1,1.0
2020,6,2,primary,County Committeeman STOWE WARD 4 DIST 2,1,1.0
2020,6,2,primary,County Committeeman STOWE WARD 5,1,1.0
2020,6,2,primary,County Committeeman STOWE WARD 7,1,1.0
2020,6,2,primary,County Committeeman STOWE WARD 9,1,1.0
2020,6,2,primary,County Committeeman SWISSVALE DIST 1,1,1.0
2020,6,2,primary,County Committeeman SWISSVALE DIST 2,1,1.0
2020,6,2,primary,County Committeeman SWISSVALE DIST 4,1,1.0
2020,6,2,primary,County Committeeman SWISSVALE DIST 5,1,1.0
2020,6,2,primary,County Committeeman SWISSVALE DIST 7,1,1.0
2020,6,2,primary,County Committeeman SWISSVALE DIST 8,1,1.0
2020,6,2,primary,County Committeeman SWISSVALE DIST 9,1,1.0
2020,6,2,primary,County Committeeman SWISSVALE DIST 10,1,1.0
2020,6,2,primary,County Committeeman SWISSVALE DIST 11,1,1.0
2020,6,2,primary,County Committeeman TARENTUM WARD 1 DIST 1,1,1.0
2020,6,2,primary,County Committeeman TARENTUM WARD 1 DIST 2,1,1.0
2020,6,2,primary,County Committeeman TARENTUM WARD 2,1,1.0
2020,6,2,primary,County Committeeman TARENTUM WARD 3 DIST 1,1,1.0
2020,6,2,primary,County Committeeman TARENTUM WARD 3 DIST 2,1,1.0
2020,6,2,primary,County Committeeman THORNBURG,1,1.0
2020,6,2,primary,County Committeeman PENNSBURY VILL,1,1.0
